 Solution Component Class     dp (m)     ps(-)  wt(m s^-1)     Pn(-)       C(-) rhos(kg m^-3) R(kg m^-1 s^-2)
       2          4     1  0.100E-02  0.100E-03    3.1016     4.5889  0.126E-08      2400.000       0.941E-05
       2          4     2  0.707E-03  0.130E-02    2.4215     3.5826  0.210E-07      2400.000       0.122E-03
       2          4     3  0.500E-03  0.380E-02    1.8496     2.7366  0.805E-07      2400.000       0.357E-03
       2          4     4  0.354E-03  0.990E-02    1.3802     2.0421  0.281E-06      2400.000       0.931E-03
       2          4     5  0.250E-03  0.183E-01    1.0035     1.4847  0.715E-06      2400.000       0.172E-02
       2          4     6  0.177E-03  0.193E-01    0.7065     1.0453  0.107E-05      2400.000       0.182E-02
       2          4     7  0.125E-03  0.294E-01    0.4768     0.7054  0.242E-05      2400.000       0.277E-02
       2          4     8  0.884E-04  0.320E-01    0.3041     0.4499  0.413E-05      2400.000       0.301E-02
       2          4     9  0.625E-04  0.336E-01    0.1800     0.2663  0.732E-05      2400.000       0.316E-02
       2          4    10  0.442E-04  0.300E-01    0.0965     0.1428  0.122E-04      2400.000       0.282E-02
       2          4    11  0.313E-04  0.172E-01    0.0454     0.0672  0.148E-04      2400.000       0.162E-02
       2          4    12  0.221E-04  0.113E-01    0.0186     0.0275  0.238E-04      2400.000       0.106E-02
       2          4    13  0.156E-04  0.620E-02    0.0069     0.0103  0.350E-04      2400.000       0.583E-03
       2          4    14  0.110E-04  0.400E-02    0.0025     0.0037  0.629E-04      2400.000       0.376E-03
 
       3          1     1  0.141E-02  0.100E-02    1.8602     7.0210  0.214E-06      3280.000       0.131E-02
       3          1     2  0.100E-02  0.390E-02    1.5052     5.6811  0.103E-05      3280.000       0.509E-02
       3          1     3  0.707E-03  0.120E-01    1.2117     4.5733  0.394E-05      3280.000       0.157E-01
       3          1     4  0.500E-03  0.110E-01    0.9653     3.6435  0.453E-05      3280.000       0.144E-01
       3          1     5  0.354E-03  0.187E-01    0.7568     2.8562  0.983E-05      3280.000       0.244E-01
       3          1     6  0.250E-03  0.244E-01    0.5813     2.1941  0.167E-04      3280.000       0.318E-01
       3          1     7  0.177E-03  0.252E-01    0.4365     1.6476  0.230E-04      3280.000       0.329E-01
       3          1     8  0.125E-03  0.260E-01    0.3196     1.2062  0.324E-04      3280.000       0.339E-01
       3          1     9  0.884E-04  0.283E-01    0.2268     0.8560  0.496E-04      3280.000       0.369E-01
       3          1    10  0.625E-04  0.297E-01    0.1545     0.5832  0.765E-04      3280.000       0.388E-01
       3          1    11  0.442E-04  0.265E-01    0.0996     0.3760  0.106E-03      3280.000       0.346E-01
       3          1    12  0.313E-04  0.152E-01    0.0597     0.2252  0.101E-03      3280.000       0.198E-01
       3          1    13  0.221E-04  0.100E-01    0.0324     0.1222  0.123E-03      3280.000       0.131E-01
       3          1    14  0.156E-04  0.550E-02    0.0154     0.0581  0.142E-03      3280.000       0.718E-02
       3          1    15  0.110E-04  0.350E-02    0.0063     0.0239  0.220E-03      3280.000       0.457E-02
       3          2     1  0.200E-02  0.190E-02    1.3607     5.1358  0.112E-05      1623.110       0.248E-02
       3          2     2  0.141E-02  0.200E-02    1.1269     4.2533  0.135E-05      1719.823       0.261E-02
       3          2     3  0.100E-02  0.470E-02    0.9311     3.5144  0.362E-05      1822.300       0.613E-02
       3          2     4  0.707E-03  0.520E-02    0.7666     2.8932  0.459E-05      1930.883       0.679E-02
       3          2     5  0.500E-03  0.690E-02    0.6270     2.3666  0.702E-05      2045.935       0.901E-02
       3          2     6  0.354E-03  0.860E-02    0.5076     1.9158  0.102E-04      2167.843       0.112E-01
       3          2     7  0.250E-03  0.770E-02    0.4049     1.5283  0.108E-04      2297.015       0.100E-01
       3          2     8  0.177E-03  0.680E-02    0.3171     1.1966  0.115E-04      2433.884       0.887E-02
       3          2     9  0.125E-03  0.470E-02    0.2427     0.9161  0.980E-05      2578.908       0.613E-02
       3          2    10  0.884E-04  0.370E-02    0.1792     0.6762  0.998E-05      2700.000       0.483E-02
       3          2    11  0.625E-04  0.390E-02    0.1231     0.4647  0.153E-04      2700.000       0.509E-02
       3          2    12  0.442E-04  0.350E-02    0.0798     0.3014  0.212E-04      2700.000       0.457E-02
       3          2    13  0.313E-04  0.200E-02    0.0477     0.1801  0.203E-04      2700.000       0.261E-02
       3          2    14  0.221E-04  0.130E-02    0.0254     0.0959  0.247E-04      2700.000       0.170E-02
       3          2    15  0.156E-04  0.700E-03    0.0117     0.0440  0.290E-04      2700.000       0.914E-03
       3          2    16  0.110E-04  0.500E-03    0.0046     0.0175  0.521E-04      2700.000       0.653E-03
       3          3     1  0.566E-02  0.700E-03    3.3254    12.5510  0.105E-06      2620.000       0.914E-03
       3          3     2  0.400E-02  0.100E-02    2.6876    10.1438  0.185E-06      2620.000       0.131E-02
       3          3     3  0.283E-02  0.320E-02    2.1665     8.1771  0.736E-06      2620.000       0.418E-02
       3          3     4  0.200E-02  0.360E-02    1.7423     6.5759  0.103E-05      2620.000       0.470E-02
       3          3     5  0.141E-02  0.102E-01    1.3980     5.2766  0.363E-05      2620.000       0.133E-01
       3          3     6  0.100E-02  0.211E-01    1.1192     4.2242  0.939E-05      2620.000       0.275E-01
       3          3     7  0.707E-03  0.318E-01    0.8931     3.3707  0.177E-04      2620.000       0.415E-01
       3          3     8  0.500E-03  0.307E-01    0.7086     2.6743  0.216E-04      2620.000       0.401E-01
       3          3     9  0.354E-03  0.391E-01    0.5567     2.1010  0.350E-04      2620.000       0.510E-01
       3          3    10  0.250E-03  0.466E-01    0.4308     1.6261  0.539E-04      2620.000       0.608E-01
       3          3    11  0.177E-03  0.445E-01    0.3269     1.2339  0.678E-04      2620.000       0.581E-01
       3          3    12  0.125E-03  0.445E-01    0.2420     0.9133  0.916E-04      2620.000       0.581E-01
       3          3    13  0.884E-04  0.480E-01    0.1736     0.6551  0.138E-03      2620.000       0.626E-01
       3          3    14  0.625E-04  0.505E-01    0.1193     0.4505  0.211E-03      2620.000       0.659E-01
       3          3    15  0.442E-04  0.450E-01    0.0774     0.2921  0.290E-03      2620.000       0.587E-01
       3          3    16  0.313E-04  0.258E-01    0.0462     0.1744  0.278E-03      2620.000       0.337E-01
       3          3    17  0.221E-04  0.170E-01    0.0245     0.0926  0.345E-03      2620.000       0.222E-01
       3          3    18  0.156E-04  0.930E-02    0.0112     0.0422  0.414E-03      2620.000       0.121E-01
       3          3    19  0.110E-04  0.600E-02    0.0044     0.0167  0.674E-03      2620.000       0.783E-02
